Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Margenza,margetuximab-cmkb,"MacroGenics, Inc.",BLA,761150,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/18/2019,12/16/2020,2020,NA,"Margenza is indicated in combination with chemotherapy, for the treatment of adult patients with metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 regimens, at least one of which was for metastatic disease",Standard,No,No,No,Yes,N/A,No,No,NA,2019-12-18,2020-12-16,364,5.8971538676367405,Post-FDASIA
Orgovyx,relugolix,Myovant Sciences GmbH,NDA,214621,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/20/2020,12/18/2020,2020,NA,Orgovyx is indicated for the treatment of adult patients with advanced prostate cancer,Priority,No,No,No,No,No,No,No,NA,2020-04-20,2020-12-18,242,5.488937726156687,Post-FDASIA
Ebanga,ansuvimab-zykl,"Ridgeback Biotherapeutics, LP",BLA,761172,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/29/2020,12/21/2020,2020,NA,"Ebanga is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",Priority,Yes,No,Yes,No,N/A,MTMC,No,NA,2020-05-29,2020-12-21,206,5.327876168789581,Post-FDASIA
Gemtesa,vibegron,Urovant Sciences GmbH,NDA,213006,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/26/2019,12/23/2020,2020,NA,"Gemtesa is indicated for the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency in adults",Standard,No,No,No,No,No,No,No,NA,2019-12-26,2020-12-23,363,5.8944028342648505,Post-FDASIA
Verquvo,vericiguat,Merck Sharp and Dohme Corp.,NDA,214377,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/20/2020,1/19/2021,2021,NA,"VERQUVO is indicated to reduce the risk of cardiovascular death and heart failure (HF) hospitalization following a hospitalization for heart failure or need for outpatient IV diuretics, in adults with symptomatic chronic HF and ejection fraction less than 45%.",Priority,No,No,No,Yes,No,No,No,NA,2020-05-20,2021-01-19,244,5.497168225293202,Post-FDASIA
Cabenuva,cabotegravir; rilpivirine (co-packaged),ViiV Healthcare Company,NDA,212888,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/29/2019,1/21/2021,2021,NA,CABENUVA is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and with no known or suspected resistance to either cabotegravir or rilpivirine.,Priority,No,No,No,Yes,No,No,No,NA,2019-04-29,2021-01-21,633,6.450470422144176,Post-FDASIA
Lupkynis,voclosporin,"Aurinia Pharmaceuticals, Inc.",NDA,213716,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/22/2020,1/22/2021,2021,NA,"LUPKYNIS is indicated in combination with a background immunosuppressive therapy regimen for the treatment of adult patients with active lupus nephritis (LN).
Limitations of Use: Safety and efficacy of LUPKYNIS have not been established in combination with cyclophosphamide. Use of LUPKYNIS is not recommended in this situation.",Priority,No,No,No,Yes,No,No,No,NA,2020-05-22,2021-01-22,245,5.501258210544727,Post-FDASIA
Tepmetko,tepotinib,"EMD Serono, Inc.",NDA,214096,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/29/2020,2/3/2021,2021,NA,"TEPMETKO is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).",Priority,Yes,Yes,No,No,No,No,No,NA,2020-06-29,2021-02-03,219,5.389071729816501,Post-FDASIA
Ukoniq,umbralisib,"TG Therapeutics, Inc.",NDA,213176,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/15/2020,2/5/2021,2021,NA,"[A] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).
[B] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority (indication [A] only),Yes,Yes,Yes (indication [A] only),No,No,No,No,NA,2020-06-15,2021-02-05,235,5.459585514144159,Post-FDASIA
Evkeeza,evinacumab-dgnb,"Regeneron Pharmaceuticals, Inc.",BLA,761181,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/11/2020,2/11/2021,2021,NA,"EVKEEZA is indicated as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH).
Limitations of Use:
- The safety and effectiveness of EVKEEZA have not been established in patients with other causes of hypercholesterolemia, including those with heterozygous familial hypercholesterolemia (HeFH).
- The effects of EVKEEZA on cardiovascular morbidity and mortality have not been determined.",Priority,Yes,No,Yes,No,N/A,No,No,NA,2020-06-11,2021-02-11,245,5.501258210544727,Post-FDASIA
Cosela,trilaciclib,"G1 Therapeutics, Inc.",NDA,214200,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/15/2020,2/12/2021,2021,NA,COSELA is indicated to decrease the incidence of chemotherapy-induced myelosuppression in adult patients when administered prior to a platinum/etoposide-containing regimen or topotecan-containing regimen for extensive-stage small cell lung cancer (ES-SCLC).,Priority,No,No,Yes,No,No,No,No,NA,2020-06-15,2021-02-12,242,5.488937726156687,Post-FDASIA
Amondys 45,casimersen,"Sarepta Therapeutics, Inc.",NDA,213026,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/25/2020,2/25/2021,2021,NA,AMONDYS 45 is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 45 skipping. This indication is approved under accelerated approval based on an increase in dystrophin production in skeletal muscle observed in patients treated with AMONDYS 45. Continued approval for this indication may be contingent upon verification of a clinical benefit in confirmatory trials.,Priority,Yes,Yes,No,Yes,No,RPD,No,NA,2020-06-25,2021-02-25,245,5.501258210544727,Post-FDASIA
Nulibry,fosdenopterin,"Origin Biosciences, Inc.",NDA,214018,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/29/2020,2/26/2021,2021,NA,NULIBRY is indicated to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A.,Priority,Yes,No,Yes,No,No,RPD,No,NA,2020-06-29,2021-02-26,242,5.488937726156687,Post-FDASIA
Pepaxto,melphalan flufenamide,Oncopeptides AB,NDA,214383,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/30/2020,2/26/2021,2021,NA,"PEPAXTO is indicated in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and one CD38-directed monoclonal antibody.
This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).
Limitations of Use:
PEPAXTO is not indicated and is not recommended for use as a conditioning regimen for transplant outside of controlled clinical trials.",Priority,Yes,Yes,No,No,No,No,No,NA,2020-06-30,2021-02-26,241,5.484796933490655,Post-FDASIA
Azstarys,serdexmethylphenidate and dexmethylphenidate,Commave Therapeutics SA,NDA,212994,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/2/2020,3/2/2021,2021,NA,Azstarys is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older.,Standard,No,No,No,No,No,No,No,NA,2020-03-02,2021-03-02,365,5.8998973535824915,Post-FDASIA
Fotivda,tivozanib,"Aveo Pharmaceuticals, Inc.",NDA,212904,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/31/2020,3/10/2021,2021,NA,FOTIVDA is indicated for the treatment of adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) following two or more prior systemic therapies.,Standard,No,No,No,No,No,No,No,NA,2020-03-31,2021-03-10,344,5.840641657373398,Post-FDASIA
Ponvory,ponesimod,"Janssen Pharmaceuticals, Inc.",NDA,213498,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/18/2020,3/18/2021,2021,NA,"PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.",Standard,No,No,No,No,No,No,No,NA,2020-03-18,2021-03-18,365,5.8998973535824915,Post-FDASIA
Zegalogue,dasiglucagon,Zealand Pharma A/S,NDA,214231,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/27/2020,3/22/2021,2021,NA,ZEGALOGUE is indicated for the treatment of severe hypoglycemia in pediatric and adult patients with diabetes aged 6 years and above.,Standard,No,No,No,No,No,No,No,NA,2020-03-27,2021-03-22,360,5.886104031450156,Post-FDASIA
Qelbree,viloxazine,"Supernus Pharmaceuticals, Inc.",NDA,211964,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/8/2019,4/2/2021,2021,NA,Qelbree is indicated for the treatment of Attention-Deficit Hyperactivity Disorder (ADHD) in pediatric patients 6 to 17 years of age.,Standard,No,No,No,No,No,No,No,NA,2019-11-08,2021-04-02,511,6.236369590203704,Post-FDASIA
Nextstellis,drospirenone and estetrol,"Mayne Pharma, LLC",NDA,214154,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/15/2020,4/15/2021,2021,NA,"NEXTSTELLIS is indicated for use by females of reproductive potential to prevent pregnancy.
Limitations of Use:
NEXTSTELLIS may be less effective in females with a BMI >= 30 kg/m2. In females with BMI >= 30 kg/m2, decreasing effectiveness may be associated with increasing BMI.",Standard,No,No,No,No,No,No,No,NA,2020-04-15,2021-04-15,365,5.8998973535824915,Post-FDASIA
Jemperli,dostarlimab-gxly,"GlaxoSmithKline, LLC",BLA,761174,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/19/2019,4/22/2021,2021,NA,"JEMPERLI is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer (EC), as determined by an FDA-approved test, that has progressed on or following prior treatment with a platinum-containing regimen.
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,No,Yes,Yes,No,N/A,No,No,NA,2019-12-19,2021-04-22,490,6.194405391104672,Post-FDASIA
Zynlonta,loncastuximab tesirine-lpyl,ADC Therapeutics S.A.,BLA,761196,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/21/2020,4/23/2021,2021,NA,"ZYNLONTA is indicated for the treatment of adult patients with relapsed or refractory large B cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from low grade lymphoma, and high-grade B-cell lymphoma.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,No,No,N/A,No,No,NA,2020-09-21,2021-04-23,214,5.365976015021851,Post-FDASIA
Empaveli,pegcetacoplan,"Apellis Pharmaceuticals, Inc.",NDA,215014,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/14/2020,5/14/2021,2021,NA,EMPAVELI is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,Priority,Yes,No,No,Yes,No,No,No,NA,2020-09-14,2021-05-14,242,5.488937726156687,Post-FDASIA
Rybrevant,amivantamab-vmjw,"Janssen Biotech, Inc.",BLA,761210,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/24/2020,5/21/2021,2021,NA,"RYBREVANT is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.",Priority,No,Yes,Yes,No,N/A,No,No,NA,2020-11-24,2021-05-21,178,5.181783550292085,Post-FDASIA
Pylarify,piflufolastat F 18,"Progenics Pharmaceuticals, Inc.",NDA,214793,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/29/2020,5/26/2021,2021,NA,"PYLARIFY is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer:
- with suspected metastasis who are candidates for initial definitive therapy.
- with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level.",Priority,No,No,No,No,No,No,No,NA,2020-09-29,2021-05-26,239,5.476463551931511,Post-FDASIA
Lumakras,sotorasib,"Amgen, Inc.",NDA,214665,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/16/2020,5/28/2021,2021,NA,"LUMAKRAS is indicated for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy.
This indication is approved under accelerated approval based on overall response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,Yes,Yes,No,No,No,NA,2020-12-16,2021-05-28,163,5.093750200806762,Post-FDASIA
Lybalvi,olanzapine and samidorphan,"Alkermes, Inc.",NDA,213378,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/15/2019,5/28/2021,2021,NA,"LYBALVI is indicated for treatment of:
- schizophrenia in adults
- bipolar I disorder in adults
-- Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate
-- Maintenance monotherapy treatment",Standard,No,No,No,No,No,No,No,NA,2019-11-15,2021-05-28,560,6.327936783729195,Post-FDASIA
Truseltiq,infigratinib,"QED Therapeutics, Inc.",NDA,214622,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/29/2020,5/28/2021,2021,NA,"TRUSELTIQ is indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,No,Yes,No,No,No,NA,2020-09-29,2021-05-28,241,5.484796933490655,Post-FDASIA
Brexafemme,ibrexafungerp,"Scynexis, Inc.",NDA,214900,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/1/2020,6/1/2021,2021,NA,BREXAFEMME is indicated for the treatment of adult and post-menarchal pediatric females with vulvovaginal candidiasis (VVC).,Priority,No,No,No,Yes,Yes,No,No,NA,2020-10-01,2021-06-01,243,5.493061443340548,Post-FDASIA
Aduhelm,aducanumab-avwa,"Biogen, Inc.",BLA,761178,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/7/2020,6/7/2021,2021,NA,ADUHELM is indicated for the treatment of Alzheimer’s disease. This indication is approved under accelerated approval based on reduction in amyloid beta plaques observed in patients treated with ADUHELM. Continued approval for this indication may be contingent upon verification of clinical benefit in confirmatory trial(s).,Priority,No,Yes,No,Yes,N/A,No,No,NA,2020-07-07,2021-06-07,335,5.814130531825066,Post-FDASIA
Rylaze,asparaginase erwinia chrysanthemi (recombinant)-rywn,Jazz Pharmaceuticals Ireland Limited,BLA,761179,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/30/2021,6/30/2021,2021,NA,RYLAZE is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL) in adult and pediatric patients 1 month or older who have developed hypersensitivity to E. coli-derived asparaginase.,Standard,Yes,No,No,Yes,N/A,No,No,NA,2021-04-30,2021-06-30,61,4.110873864173311,Post-FDASIA
Kerendia,finerenone,"Bayer HealthCare Pharmaceuticals, Inc.",NDA,215341,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/9/2020,7/9/2021,2021,NA,"Kerendia is indicated to reduce the risk of sustained eGFR decline, end-stage kidney disease, cardiovascular death, nonfatal myocardial infarction, and hospitalization for heart failure in adult patients with chronic kidney disease (CKD) associated with type 2 diabetes (T2D).",Priority,No,No,No,Yes,No,No,No,NA,2020-11-09,2021-07-09,242,5.488937726156687,Post-FDASIA
[drug marketed without a proprietary name],fexinidazole,Drugs for Neglected Diseases initiative,NDA,214429,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/12/2020,7/16/2021,2021,NA,"Fexinidazole Tablets are indicated for the treatment of both the first-stage (hemolymphatic) and second-stage (meningoencephalitic) human African trypanosomiasis (HAT) due to Trypanosoma brucei gambiense in patients 6 years of age and older and weighing at least 20 kg.
Limitations of Use:
Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/?L) due to T. brucei gambiense disease, Fexinidazole Tablets should only be used in these patients if there are no other available treatment options.",Priority,Yes,No,No,No,No,TD,No,NA,2020-03-12,2021-07-16,491,6.19644412779452,Post-FDASIA
Rezurock,belumosudil,"Kadmon Pharmaceuticals, LLC",NDA,214783,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/30/2020,7/16/2021,2021,NA,REZUROCK is indicated for the treatment of adult and pediatric patients 12 years and older with chronic graft-versus-host disease (chronic GVHD) after failure of at least two prior lines of systemic therapy.,Priority,Yes,No,Yes,No,No,No,No,NA,2020-09-30,2021-07-16,289,5.666426688112432,Post-FDASIA
Bylvay,odevixibat,Albireo AB,NDA,215498,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/20/2020,7/20/2021,2021,NA,"BYLVAY is indicated for the treatment of pruritus in patients 3 months of age and older with progressive familial intrahepatic cholestasis (PFIC).
Limitations of Use:
-BYLVAY may not be effective in PFIC type 2 patients with ABCB11 variants resulting in nonfunctional or complete absence of bile salt export pump protein (BSEP-3).",Priority,Yes,No,No,Yes,No,RPD,No,NA,2020-11-20,2021-07-20,242,5.488937726156687,Post-FDASIA
Saphnelo,anifrolumab-fnia,AstraZeneca AB,BLA,761123,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/31/2020,7/30/2021,2021,NA,"SAPHNELO (anifrolumab-fnia) is indicated for the treatment of adult patients with moderate to severe systemic lupus erythematosus (SLE), who are receiving standard therapy.
Limitations of Use: The efficacy of SAPHNELO has not been evaluated in patients with severe active lupus nephritis or severe active central nervous system lupus. Use of SAPHNELO is not recommended in these situations.",Standard,No,No,No,Yes,N/A,No,No,NA,2020-07-31,2021-07-30,364,5.8971538676367405,Post-FDASIA
Nexviazyme,avalglucosidase alfa-ngpt,Genzyme Corporation,BLA,761194,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/18/2020,8/6/2021,2021,NA,NEXVIAZYME is indicated for the treatment of patients 1 year of age and older with late-onset Pompe disease (lysosomal acid alpha-glucosidase [GAA] deficiency).,Priority,Yes,No,Yes,Yes,N/A,No,No,NA,2020-09-18,2021-08-06,322,5.7745515455444085,Post-FDASIA
Welireg,belzutifan,Merck Sharp and Dohme Corp.,NDA,215383,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/15/2021,8/13/2021,2021,NA,"WELIREG is indicated for treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery.",Priority,Yes,No,No,No,No,No,No,NA,2021-01-15,2021-08-13,210,5.3471075307174685,Post-FDASIA
Korsuva,difelikefalin,"Cara Therapeutics, Inc.",NDA,214916,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/23/2020,8/23/2021,2021,NA,"KORSUVA is indicated for the treatment of moderate-to-severe pruritus associated with chronic kidney disease (CKD-aP) in adults undergoing hemodialysis (HD).
Limitations of Use:
KORSUVA has not been studied in patients on peritoneal dialysis and is not recommended for use in this population.",Priority,No,No,Yes,No,No,No,No,NA,2020-12-23,2021-08-23,243,5.493061443340548,Post-FDASIA
Skytrofa,lonapegsomatropin-tcgd,Ascendis Pharma Endocrinology Division A/S,BLA,761177,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/25/2020,8/25/2021,2021,NA,SKYTROFA (lonapegsomatropin-tcgd) is a human growth hormone indicated for the treatment of pediatric patients 1 year and older who weigh at least 11.5 kg and have growth failure due to inadequate secretion of endogenous growth hormone (GH).,Standard,Yes,No,No,No,N/A,No,No,NA,2020-06-25,2021-08-25,426,6.054439346269371,Post-FDASIA
Exkivity,mobocertinib,"Takeda Pharmaceuticals U.S.A., Inc.",NDA,215310,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/26/2021,9/15/2021,2021,NA,"EXKIVITY is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).",Priority,Yes,Yes,Yes,Yes,No,No,No,NA,2021-02-26,2021-09-15,201,5.303304908059076,Post-FDASIA
Tivdak,tisotumab vedotin-tftv,"Seagen, Inc.",BLA,761208,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/10/2021,9/20/2021,2021,NA,"TIVDAK is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy.
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,No,Yes,No,No,N/A,No,No,NA,2021-02-10,2021-09-20,222,5.402677381872279,Post-FDASIA
Qulipta,atogepant,"AbbVie, Inc.",NDA,215206,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/28/2021,9/28/2021,2021,NA,QULIPTA is indicated for the preventive treatment of episodic migraine in adults.,Priority (used priority review voucher),No,No,No,No,No,No,Yes,NA,2021-01-28,2021-09-28,243,5.493061443340548,Post-FDASIA
Livmarli,maralixibat,"Mirum Pharmaceuticals, Inc.",NDA,214662,NA,NA,Solution,Oral,NA,NA,NA,NA,1/29/2021,9/29/2021,2021,NA,LIVMARLI is indicated for the treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS) 1 year of age and older.,Priority,Yes,No,Yes,No,No,RPD,No,NA,2021-01-29,2021-09-29,243,5.493061443340548,Post-FDASIA
Tavneos,avacopan,"ChemoCentryx, Inc.",NDA,214487,NA,NA,Capsule,Oral,NA,NA,NA,NA,7/7/2020,10/7/2021,2021,NA,TAVNEOS is indicated as an adjunctive treatment of adult patients with severe active antineutrophil cytoplasmic autoantibody (ANCA)-associated vasculitis (granulomatosis with polyangiitis [GPA] and microscopic polyangiitis [MPA]) in combination with standard therapy including glucocorticoids. TAVNEOS does not eliminate glucocorticoid use.,Standard,Yes,No,No,No,No,No,No,NA,2020-07-07,2021-10-07,457,6.124683390894205,Post-FDASIA
Scemblix,asciminib,Novartis Pharmaceuticals Corporation,NDA,215358,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/24/2021,10/29/2021,2021,NA,"SCEMBLIX is indicated for the treatment of adult patients with:
[A]Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)
[B] Treatment of adult patients with Ph+ CML in CP with the T315I mutation.",Priority,Yes,Yes (indication [A] only),Yes,Yes,No,No,No,NA,2021-06-24,2021-10-29,127,4.844187086458591,Post-FDASIA
Besremi,ropeginterferon alfa-2b-njft,PharmaEssentia Corporation,BLA,761166,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/13/2020,11/12/2021,2021,NA,BESREMi is indicated for the treatment of adults with polycythemia vera.,Standard,Yes,No,No,No,N/A,No,No,NA,2020-03-13,2021-11-12,609,6.411818267709897,Post-FDASIA
Voxzogo,vosoritide,"BioMarin Pharmaceutical, Inc.",NDA,214938,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/20/2020,11/19/2021,2021,NA,VOXZOGO is indicated to increase linear growth in pediatric patients with achondroplasia who are 5 years of age and older with open epiphyses. This indication is approved under accelerated approval based on an improvement in annualized growth velocity [see Clinical Studies (14)]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).,Priority,Yes,Yes,No,No,No,RPD,No,NA,2020-08-20,2021-11-19,456,6.1224928095143865,Post-FDASIA
Livtencity,maribavir,"Takeda Pharmaceuticals U.S.A., Inc.",NDA,215596,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/23/2021,11/23/2021,2021,NA,"LIVTENCITY is indicated for the treatment of adults and pediatric patients (12 years of age and older and weighing at least 35 kg) with post-transplant cytomegalovirus (CMV) infection/disease that is refractory to treatment (with or without genotypic resistance) with ganciclovir, valganciclovir, cidofovir or foscarnet.",Priority,Yes,No,Yes,No,No,No,No,NA,2021-03-23,2021-11-23,245,5.501258210544727,Post-FDASIA
Cytalux,pafolacianine,"On Target Laboratories, Inc.",NDA,214907,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/29/2020,11/29/2021,2021,NA,CYTALUX is an optical imaging agent indicated in adult patients with ovarian cancer as an adjunct for intraoperative identification of malignant lesions.,Priority,Yes,No,No,Yes,No,No,No,NA,2020-12-29,2021-11-29,335,5.814130531825066,Post-FDASIA
Tezspire,tezepelumab-ekko,AstraZeneca AB,BLA,761224,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/7/2021,12/17/2021,2021,NA,"TEZSPIRE is indicated for the add-on maintenance treatment of adult and pediatric patients aged 12 years and older with severe asthma.
Limitations of Use:
TEZSPIRE is not indicated for the relief of acute bronchospasm or status asthmaticus.",Priority,No,No,No,No,N/A,No,No,NA,2021-05-07,2021-12-17,224,5.4116460518550396,Post-FDASIA
Vyvgart,efgartigimod alfa-fcab,argenx BV,BLA,761195,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/17/2020,12/17/2021,2021,NA,VYVGART is indicated for the treatment of generalized myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) antibody positive.,Standard,Yes,No,No,Yes,N/A,No,No,NA,2020-12-17,2021-12-17,365,5.8998973535824915,Post-FDASIA
Leqvio,inclisiran,Novartis Pharmaceuticals Corporation,NDA,214012,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/23/2019,12/22/2021,2021,NA,"LEQVIO is indicated as an adjunct to diet and maximally tolerated statin therapy for the treatment of adults with heterozygous familial hypercholesterolemia (HeFH) or clinical atherosclerotic cardiovascular disease (ASCVD), who require additional lowering of low-density lipoprotein cholesterol (LDL-C).
Limitations of Use:
The effect of LEQVIO on cardiovascular morbidity and mortality has not been determined.",Standard,No,No,No,No,No,No,No,NA,2019-12-23,2021-12-22,730,6.593044534142437,Post-FDASIA
