Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,therapeutic_area,classification_confidence,classification_method,review_type_simplified,therapeutic_area_factor,review_type_factor,regulatory_era_factor,review_time_days_response,log_review_time_days_response
Tibsovo,ivosidenib,Agios Pharmaceuticals,NDA,211192,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/21/2017,7/20/2018,2018,NA,TIBSOVO is indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation as detected by an FDA-approved test.,Priority,Yes,No,No,Yes,No,No,No,NA,2017-12-21,2018-07-20,211,5.351858133476067,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,211,5.351858133476067
Omegaven,fish oil triglycerides,Fresenius Kabi,NDA,210589,NA,NA,Emulsion,Intravenous,NA,NA,NA,NA,12/1/2017,7/27/2018,2018,NA,"Omegaven is indicated as a source of calories and fatty acids in pediatric patients with parenteral nutrition-associated cholestasis (PNAC).
Limitations of Use:
- Omegaven is not indicated for the prevention of PNAC. It has not been demonstrated that Omegaven prevents PNAC in parenteral nutrition (PN)-dependent patients.
- It has not been demonstrated that the clinical outcomes observed in patients treated with Omegaven are a result of the omega-6:omega-3 fatty acid ratio of the product.",Priority,Yes,No,No,Yes,No,No,No,NA,2017-12-01,2018-07-27,238,5.472270673671475,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,238,5.472270673671475
Poteligeo,mogamulizumab-kpkc,Kyowa Kirin Pharmaceutical Development,BLA,761051,NA,NA,Injectable,Injection,NA,NA,NA,NA,10/4/2017,8/8/2018,2018,NA,POTELIGEO is indicated for the treatment of adult patients with relapsed or refractory mycosis fungoides (MF) or Sezary syndrome (SS) after at least one prior systemic therapy.,Priority,Yes,No,Yes,No,N/A,No,No,NA,2017-10-04,2018-08-08,308,5.730099782973574,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,308,5.730099782973574
Galafold,migalastat,Amicus Therapeutics,NDA,208623,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/13/2017,8/10/2018,2018,NA,"GALAFOLD is indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene (GLA) variant based on in vitro assay data.
This indication is approved under accelerated approval based on reduction in kidney interstitial capillary cell globotriaosylceramide (KIC GL-3) substrate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes,No,Yes,No,No,No,NA,2017-12-13,2018-08-10,240,5.480638923341991,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,240,5.480638923341991
Onpattro,patisiran,Alnylam Pharmaceuticals,NDA,210922,NA,NA,Solution,Intravenous,NA,NA,NA,NA,12/11/2017,8/10/2018,2018,NA,ONPATTRO is indicated for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults.,Priority,Yes,No,Yes,Yes,No,No,No,NA,2017-12-11,2018-08-10,242,5.488937726156687,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,242,5.488937726156687
Diacomit,stiripentol,Biocodex SA,NDA,206709,207223,NA,Capsule,Oral,Suspension,Oral,NA,NA,12/20/2017,8/20/2018,2018,NA,DIACOMIT is indicated for the treatment of seizures associated with Dravet syndrome (DS) in patients 2 years of age and older taking clobazam. There are no clinical data to support the use of DIACOMIT as monotherapy in Dravet syndrome.,Priority,Yes,No,No,No,No,No,No,NA,2017-12-20,2018-08-20,243,5.493061443340548,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,243,5.493061443340548
Oxervate,cenegermin-bkbj,Dompé farmaceutici S.p.A.,BLA,761094,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,12/22/2017,8/22/2018,2018,NA,OXERVATE (cenegermin-bkbj) ophthalmic solution 0.002% is indicated for the treatment of neurotrophic keratitis.,Priority,Yes,No,Yes,Yes,N/A,No,No,NA,2017-12-22,2018-08-22,243,5.493061443340548,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,243,5.493061443340548
Takhzyro,lanadelumab-flyo,Dyax Corporation,BLA,761090,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/26/2017,8/23/2018,2018,NA,TAKHZYRO is indicated for prophylaxis to prevent attacks of hereditary angioedema (HAE) in patients 12 years and older.,Priority,Yes,No,Yes,Yes,N/A,No,No,NA,2017-12-26,2018-08-23,240,5.480638923341991,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,240,5.480638923341991
Lumoxiti,moxetumomab pasudotox-tdfk,AstraZeneca Pharmaceuticals,BLA,761104,NA,NA,Injectable,Injection,NA,NA,NA,NA,1/29/2018,9/13/2018,2018,NA,"LUMOXITI is indicated for the treatment of adult patients with relapsed or refractory hairy cell leukemia (HCL) who received at least two prior systemic therapies, including treatment with a purine nucleoside analog (PNA).
Limitations of Use:
LUMOXITI is not recommended in patients with severe renal impairment (CrCl = 29 mL/min).",Priority,Yes,No,No,Yes,N/A,No,No,NA,2018-01-29,2018-09-13,227,5.424950017481403,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,227,5.424950017481403
Copiktra,duvelisib,Verastem,NDA,211155,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/5/2018,9/24/2018,2018,NA,"[A] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory CLL or SLL after at least two prior therapies.
[B] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory FL after at least two prior systemic therapies.
This indication is approved under accelerated approval based on overall response rate (ORR); continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes (indication [B] only),No,Yes,No,No,No,NA,2018-02-05,2018-09-24,231,5.442417710521793,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,231,5.442417710521793
Vizimpro,dacomitinib,Pfizer,NDA,211288,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/31/2018,9/27/2018,2018,NA,VIZIMPRO is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletion or exon 21 L858R substitution mutations as detected by an FDA-approved test.,Priority,Yes,No,No,No,No,No,No,NA,2018-01-31,2018-09-27,239,5.476463551931511,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,239,5.476463551931511
Libtayo,cemiplimab-rwlc,Regeneron Pharmaceuticals,BLA,761097,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/28/2018,9/28/2018,2018,NA,LIBTAYO is indicated for the treatment of patients with metastatic cutaneous squamous cell carcinoma (CSCC) or locally advanced CSCC who are not candidates for curative surgery or curative radiation.,Priority,No,No,Yes,No,N/A,No,No,NA,2018-02-28,2018-09-28,212,5.356586274672012,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,212,5.356586274672012
Revcovi,elapegademase-lvlr,Leadiant Biosciences,BLA,761092,NA,NA,Injectable,Injection,NA,NA,NA,NA,10/24/2017,10/5/2018,2018,NA,REVCOVI is indicated for the treatment of adenosine deaminase severe combined immune deficiency (ADA-SCID) in pediatric and adult patients.,Priority,Yes,No,No,Yes,N/A,RPD,No,NA,2017-10-24,2018-10-05,346,5.846438775057725,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,346,5.846438775057725
Tegsedi,inotersen,Ionis Pharmaceuticals,NDA,211172,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,11/6/2017,10/5/2018,2018,NA,TEGSEDI is indicated for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults.,Priority,Yes,No,No,Yes,No,No,No,NA,2017-11-06,2018-10-05,333,5.808142489980444,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,333,5.808142489980444
Talzenna,talazoparib,Pfizer,NDA,211651,NA,NA,Capsule,Oral,NA,NA,NA,NA,4/6/2018,10/16/2018,2018,NA,TALZENNA is indicated for the treatment of adult patients with deleterious or suspected deleterious germline breast cancer susceptibility gene (BRCA)-mutated (gBRCAm) human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer. Select patients for therapy based on an FDA-approved companion diagnostic for TALZENNA.,Priority,No,No,No,No,No,No,No,NA,2018-04-06,2018-10-16,193,5.262690188904886,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,193,5.262690188904886
Lorbrena,lorlatinib,Pfizer,NDA,210868,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/5/2017,11/2/2018,2018,NA,"LORBRENA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) whose disease has progressed on
- crizotinib and at least one other ALK inhibitor for metastatic disease; or
- alectinib as the first ALK inhibitor therapy for metastatic disease; or
- ceritinib as the first ALK inhibitor therapy for metastatic disease.
This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,Yes,Yes,Yes,No,No,No,No,NA,2017-12-05,2018-11-02,332,5.805134968916488,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,332,5.805134968916488
Gamifant,emapalumab-lzsg,Novimmune S.A.,BLA,761107,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/20/2018,11/20/2018,2018,NA,"GAMIFANT is indicated for the treatment of adult and pediatric (newborn and older) patients with primary hemophagocytic lymphohistiocytosis (HLH) with refractory, recurrent or progressive disease or intolerance with conventional HLH therapy.",Priority,Yes,No,Yes,No,N/A,RPD,No,NA,2018-03-20,2018-11-20,245,5.501258210544727,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,245,5.501258210544727
Daurismo,glasdegib,Pfizer,NDA,210656,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/27/2018,11/21/2018,2018,NA,"DAURISMO is indicated, in combination with low-dose cytarabine, for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adult patients who are >75 years old or who have comorbidities that preclude use of intensive induction chemotherapy.
Limitation of Use: DAURISMO has not been studied in patients with the comorbidities of severe renal impairment or moderate-to-severe hepatic impairment.",Priority,Yes,No,No,No,No,No,No,NA,2018-04-27,2018-11-21,208,5.337538079701318,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,208,5.337538079701318
Vitrakvi,larotrectinib,Loxo Oncology,NDA,210861,211710,NA,Capsule,Oral,Solution,Oral,NA,NA,3/26/2018,11/26/2018,2018,NA,"VITRAKVI is indicated for the treatment of adult and pediatric patients with solid tumors that:
- have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation,
- are metastatic or where surgical resection is likely to result in severe morbidity, and
- have no satisfactory alternative treatments or that have progressed following treatment.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes,Yes,No,No,No,No,NA,2018-03-26,2018-11-26,245,5.501258210544727,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,245,5.501258210544727
Firdapse,amifampridine,Catalyst Pharmaceuticals,NDA,208078,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/28/2018,11/28/2018,2018,NA,FIRDAPSE is indicated for the treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults.,Priority,Yes,No,Yes,No,No,No,No,NA,2018-03-28,2018-11-28,245,5.501258210544727,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,245,5.501258210544727
Xospata,gilteritinib,Astellas Pharma,NDA,211349,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/29/2018,11/28/2018,2018,NA,XOSPATA is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia (AML) with a FMS-like tyrosine kinase 3 (FLT3) mutation as detected by an FDA-approved test.,Priority,Yes,No,No,Yes,No,No,No,NA,2018-03-29,2018-11-28,244,5.497168225293202,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,244,5.497168225293202
Asparlas,calaspargase pegol-mknl,Servier Pharmaceuticals,BLA,761102,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/22/2017,12/20/2018,2018,NA,ASPARLAS is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years.,Standard,Yes,No,No,No,N/A,No,No,NA,2017-12-22,2018-12-20,363,5.8944028342648505,Oncology,medium,approved_use_keyword_match,Standard,Oncology,Standard,Post-FDASIA,363,5.8944028342648505
Ultomiris,ravulizumab-cwvz,Alexion Pharmaceuticals,BLA,761108,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/18/2018,12/21/2018,2018,NA,ULTOMIRIS is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,Priority (used priority review voucher),Yes,No,No,No,N/A,No,Yes,NA,2018-06-18,2018-12-21,186,5.225746673713202,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,186,5.225746673713202
Elzonris,tagraxofusp-erzs,Stemline Therapeutics,BLA,761116,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/21/2018,12/21/2018,2018,NA,ELZONRIS is a CD123-directed cytotoxin for the treatment of blastic plasmacytoid dendritic cell neoplasm (BPDCN) in adults and in pediatric patients 2 years and older.,Priority,Yes,No,Yes,No,N/A,No,No,NA,2018-06-21,2018-12-21,183,5.209486152841421,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,183,5.209486152841421
Cablivi,caplacizumab-yhdp,Ablynx NV,BLA,761112,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/6/2018,2/6/2019,2019,NA,"CABLIVI is indicated for the treatment of adult patients with acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasma exchange and immunosuppressive therapy.",Priority,Yes,No,No,Yes,N/A,No,No,NA,2018-06-06,2019-02-06,245,5.501258210544727,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,245,5.501258210544727
Egaten,triclabendazole,Novartis Pharmaceuticals,NDA,208711,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/14/2018,2/13/2019,2019,NA,EGATEN is indicated for the treatment of fascioliasis in patients 6 years of age and older.,Priority,Yes,No,No,Yes,No,TD,No,NA,2018-06-14,2019-02-13,244,5.497168225293202,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,244,5.497168225293202
Balversa,erdafitinib,Janssen Biotech,NDA,212018,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/18/2018,4/12/2019,2019,NA,"BALVERSA is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (mUC), that has:
- susceptible FGFR3 or FGFR2 genetic alterations, and
- progressed during or following at least one line of prior platinum-containing chemotherapy, including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy.
Select patients for therapy based on an FDA-approved companion diagnostic for BALVERSA. 
This indication is approved under accelerated approval based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,No,Yes,Yes,No,No,No,No,NA,2018-09-18,2019-04-12,206,5.327876168789581,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,206,5.327876168789581
Vyndaqel,tafamidis meglumine,Pfizer,NDA,211996,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/2/2018,5/3/2019,2019,NA,VYNDAQEL is indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular mortality and cardiovascular-related hospitalization.,Priority,Yes,No,Yes,Yes,No,No,No,NA,2018-11-02,2019-05-03,182,5.204006687076795,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,182,5.204006687076795
Piqray,alpelisib,Novartis Pharmaceuticals,NDA,212526,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/18/2018,5/24/2019,2019,NA,"PIQRAY is indicated in combination with fulvestrant for the treatment of postmenopausal women, and men, with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated, advanced or metastatic breast cancer as detected by an FDA-approved test following progression on or after an endocrine-based regimen.",Priority,No,No,No,No,No,No,No,NA,2018-12-18,2019-05-24,157,5.056245805348308,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,157,5.056245805348308
Polivy,polatuzumab vedotin-piiq,Genentech,BLA,761121,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/19/2018,6/10/2019,2019,NA,"POLIVY in combination with bendamustine and a rituximab product is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), not otherwise specified, after at least two prior therapies.
Accelerated approval was granted for this indication based on complete response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2018-12-19,2019-06-10,173,5.153291594497779,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,173,5.153291594497779
Xpovio,selinexor,Karyopharm Therapeutics,NDA,212306,NA,NA,Tablet,Oral,NA,NA,NA,NA,8/6/2018,7/3/2019,2019,NA,"XPOVIO is indicated in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma (RRMM) who have received at least four prior therapies and whose disease is refractory to at least two proteasome inhibitors, at least two immunomodulatory agents, and an anti-CD38 monoclonal antibody.
This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,Yes,Yes,No,Yes,No,No,No,NA,2018-08-06,2019-07-03,331,5.802118375377063,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,331,5.802118375377063
Nubeqa,darolutamide,Bayer HealthCare Pharmaceuticals,NDA,212099,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/26/2019,7/30/2019,2019,NA,NUBEQA is indicated for the treatment of patients with non-metastatic castration resistant prostate cancer (nmCRPC).,Priority,No,No,No,Yes,No,No,No,NA,2019-02-26,2019-07-30,154,5.0369526024136295,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,154,5.0369526024136295
Turalio,pexidartinib,Daiichi Sankyo,NDA,211810,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/3/2018,8/2/2019,2019,NA,TURALIO is indicated for the treatment of adult patients with symptomatic tenosynovial giant cell tumor (TGCT) associated with severe morbidity or functional limitations and not amenable to improvement with surgery.,Priority,Yes,No,Yes,No,No,No,No,NA,2018-12-03,2019-08-02,242,5.488937726156687,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,242,5.488937726156687
Wakix,pitolisant,Bioprojet Pharma,NDA,211150,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/14/2018,8/14/2019,2019,NA,WAKIX is indicated for the treatment of excessive daytime sleepiness (EDS) in adult patients with narcolepsy.,Priority,Yes,No,No,Yes,No,No,No,NA,2018-12-14,2019-08-14,243,5.493061443340548,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,243,5.493061443340548
[drug marketed without a proprietary name],pretomanid,Global Alliance for TB Drug Development,NDA,212862,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/14/2018,8/14/2019,2019,NA,"Limited Population: Pretomanid Tablet is indicated, as part of a combination regimen with bedaquiline and linezolid for the treatment of adults with pulmonary extensively drug resistant (XDR) or treatment-intolerant or nonresponsive multidrug-resistant (MDR) tuberculosis (TB). Approval of this indication is based on limited clinical safety and efficacy data. This drug is indicated for use in a limited and specific population of patients. Limitations of Use:
- Pretomanid Tablets are not indicated in patients with the following conditions:
-- Drug-sensitive (DS) tuberculosis
-- Latent infection due to Mycobacterium tuberculosis.
-- Extra-pulmonary infection due to Mycobacterium tuberculosis.
-- MDR-TB that is not treatment-intolerant or nonresponsive to standard therapy.
- Safety and effectiveness of Pretomanid Tablets have not been established for its use in combination with drugs other than bedaquiline and linezolid as part of the recommended dosing regimen.",Priority,Yes,No,No,Yes,Yes,TD,No,NA,2018-12-14,2019-08-14,243,5.493061443340548,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,243,5.493061443340548
Rozlytrek,entrectinib,Genentech,NDA,212725,212726,NA,Capsule,Oral,Capsule,Oral,NA,NA,12/18/2018,8/15/2019,2019,NA,"[A] ROZLYTREK is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors are ROS1-positive.
[B] ROZLYTREK is indicated for the treatment of adult and pediatric patients 12 years of age and older with solid tumors that:
- have a neurotrophic tyrosine receptor kinase (NTRK) gene fusion without a known acquired resistance mutation,
- are metastatic or where surgical resection is likely to result in severe morbidity, and
- have either progressed following treatment or have no satisfactory alternative therapy.
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.",Priority,Yes,Yes (indication [B] only),Yes (indication [B] only),No,No,No,No,NA,2018-12-18,2019-08-15,240,5.480638923341991,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,240,5.480638923341991
Inrebic,fedratinib,Celgene,NDA,212327,NA,NA,Capsule,Oral,NA,NA,NA,NA,1/3/2019,8/16/2019,2019,NA,INREBIC is indicated for the treatment of adult patients with intermediate-2 or high-risk primary or secondary (post-polycythemia vera or post-essential thrombocythemia) myelofibrosis (MF).,Priority,Yes,No,No,No,No,No,No,NA,2019-01-03,2019-08-16,225,5.41610040220442,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,225,5.41610040220442
[drug marketed without a proprietary name],Ga 68 DOTATOC,University of Iowa Health Care,NDA,210828,NA,NA,Solution,Intravenous,NA,NA,NA,NA,5/23/2018,8/21/2019,2019,NA,Ga 68 DOTATOC Injection is indicated for use with positron emission tomography (PET) for the localization of somatostatin receptor positive neuroendocrine tumors (NETs) in adult and pediatric patients.,Standard,Yes,No,No,No,No,No,No,NA,2018-05-23,2019-08-21,455,6.12029741895095,Oncology,medium,approved_use_keyword_match,Standard,Oncology,Standard,Post-FDASIA,455,6.12029741895095
Scenesse,afamelanotide,Clinuvel,NDA,210797,NA,NA,Implant,Subcutaneous,NA,NA,NA,NA,11/8/2018,10/8/2019,2019,NA,SCENESSE is indicated to increase pain free light exposure in adult patients with a history of phototoxic reactions from erythropoietic protoporphyria (EPP).,Priority,Yes,No,No,Yes,No,No,No,NA,2018-11-08,2019-10-08,334,5.811140992976701,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,334,5.811140992976701
Trikafta,"elexacaftor, ivacaftor, tezacaftor; ivacaftor (co-packaged)",Vertex Pharmaceuticals,NDA,212273,NA,NA,"Tablet, Tablet",Oral,NA,NA,NA,NA,7/19/2019,10/21/2019,2019,NA,"TRIKAFTA is indicated for the treatment of cystic fibrosis (CF) in patients aged 12 years and older who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene. 
If the patient’s genotype is unknown, an FDA-cleared CF mutation test should be used to confirm the presence of at least one F508del mutation.",Priority,Yes,No,Yes,Yes,No,RPD,No,NA,2019-07-19,2019-10-21,94,4.543294782270004,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,94,4.543294782270004
Reblozyl,luspatercept-aamt,Celgene,BLA,761136,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/4/2019,11/8/2019,2019,NA,"REBLOZYL is indicated for the treatment of anemia in adult patients with beta thalassemia who require regular red blood cell (RBC) transfusions.
Limitations of Use:
REBLOZYL is not indicated for use as a substitute for RBC transfusions in patients who require immediate correction of anemia.",Priority,Yes,No,No,Yes,N/A,No,No,NA,2019-04-04,2019-11-08,218,5.384495062789089,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,218,5.384495062789089
Brukinsa,zanubrutinib,BeiGene USA,NDA,213217,NA,NA,Capsule,Oral,NA,NA,NA,NA,6/27/2019,11/14/2019,2019,NA,"BRUKINSA is indicated for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,Yes,Yes,Yes,No,No,No,No,NA,2019-06-27,2019-11-14,140,4.941642422609304,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,140,4.941642422609304
Adakveo,crizanlizumab-tmca,Novartis Pharmaceuticals,BLA,761128,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/16/2019,11/15/2019,2019,NA,ADAKVEO is indicated to reduce the frequency of vasoocclusive crises (VOCs) in adults and pediatric patients aged 16 years and older with sickle cell disease.,Priority,Yes,No,Yes,No,N/A,No,No,NA,2019-05-16,2019-11-15,183,5.209486152841421,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,183,5.209486152841421
Givlaari,givosiran,Alnylam Pharmaceuticals,NDA,212194,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,6/4/2019,11/20/2019,2019,NA,GIVLAARI is indicated for the treatment of adults with acute hepatic porphyria (AHP).,Priority,Yes,No,Yes,No,No,No,No,NA,2019-06-04,2019-11-20,169,5.1298987149230735,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,169,5.1298987149230735
Oxbryta,voxelotor,Global Blood Therapeutics,NDA,213137,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/26/2019,11/25/2019,2019,NA,"OXBRYTA is indicated for the treatment of sickle cell disease (SCD) in adults and pediatric patients 12 years of age and older.
This indication is approved under accelerated approval based on increase in hemoglobin (Hb). Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).",Priority,Yes,Yes,Yes,Yes,No,No,No,NA,2019-06-26,2019-11-25,152,5.0238805208462765,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,152,5.0238805208462765
Vyondys 53,golodirsen,Sarepta Therapeutics,NDA,211970,NA,NA,Solution,Intravenous,NA,NA,NA,NA,12/19/2018,12/12/2019,2019,NA,VYONDYS 53 is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 53 skipping. This indication is approved under accelerated approval based on an increase in dystrophin production in skeletal muscle observed in patients treated with VYONDYS 53. Continued approval for this indication may be contingent upon verification of a clinical benefit in confirmatory trials.,Priority,Yes,Yes,No,Yes,No,RPD,No,NA,2018-12-19,2019-12-12,358,5.8805329864007,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,358,5.8805329864007
